contig	gi	accession	locus	locus name	locus symbol	activity	alias	description	keywords	organism	pubmed_ids	chromosome	mol_type	marker	allele	comments
singlet	21478	Z11985	Z11985	70-kD heat shock protein (D7)	hsp70d7		hsp70|hsp70|hsp70|	S.tuberosum hsp70 gene encoding 70-kD heat shock protein (D7).	heat shock protein 70; hsp70 gene	potato			genomic DNA|			
singlet	21476	Z11984	Z11984	70-kD heat shock protein (D3)	hsp70d3		hsp70|hsp70|hsp70|	S.tuberosum hsp70 gene encoding 70-kD heat shock protein (D3).	heat shock protein 70; hsp70 gene	potato			genomic DNA|			
singlet	21416	Z11983	Z11983	BiP gene for luminal binding protein	bip			S.tuberosum BiP gene for luminal binding protein, partial.	BiP gene; luminal binding protein	potato			genomic DNA|			
singlet	117671282	EF062357	EF062357	LEAFY/FLORICAULA	lfy		LFY|LFY|	Solanum tuberosum LEAFY/FLORICAULA (LFY) mRNA, complete cds.		potato			mRNA|			
singlet	117573698	EF053504	EF053504	auxin/indole-3-acetic acid (IAA2)	iaa2		IAA2|IAA2|	Solanum tuberosum auxin/indole-3-acetic acid (IAA2) mRNA, complete cds.		potato			mRNA|			
singlet	13559335	AB033262	AB033262	gypsy-type retrotransposon PORE2	pore2			Solanum tuberosum gypsy-type retrotransposon PORE2 DNA, partial sequence.		potato	10791026|		genomic DNA|			
singlet	4126549	AB016141	AB016141	LINE retrotransposon DNA, endonuclease region of POLN2	poln2			Solanum tuberosum LINE retrotransposon DNA, endonuclease region of POLN2.		potato	10071212|		genomic DNA|			
singlet	4126548	AB016140	AB016140	LINE retrotransposon DNA, endonuclease region of POLN1	poln1			Solanum tuberosum LINE retrotransposon DNA, endonuclease region of POLN1.		potato	10071212|		genomic DNA|			
singlet	116668555	EF017659	EF017659	guanylyl cyclase	EF017659	guanylyl cyclase		Solanum tuberosum guanylyl cyclase mRNA, complete cds.		potato			mRNA|			
singlet	116292767	DQ995336	DQ995336	EBP1	EBP1			Solanum tuberosum EBP1 mRNA, complete cds.		potato	17024182|		mRNA|			
singlet	115394159	DQ925471	DQ925471	peroxidase	poxmm	peroxidase	poxMM|poxMM|poxMM|	Solanum tuberosum peroxidase (poxMM) gene, partial cds.		potato			genomic DNA|			
singlet	25140435	AY149609	AY149609	cinnamoyl CoA reductase 2	AY149609	cinnamoyl CoA reductase		Solanum tuberosum cultivar Kuras cinnamoyl CoA reductase 2 mRNA, partial cds.		potato	15002670|		mRNA|			
singlet	25140433	AY149608	AY149608	AY149608 cinnamoyl CoA reductase	AY149608	cinnamoyl CoA reductase		Solanum tuberosum cultivar Kuras cinnamoyl CoA reductase mRNA, complete cds.		potato	15002670|		mRNA|			
singlet	111378450	DQ882684	DQ882684	constans 2	co		CO|CO|	Solanum tuberosum CONSTANS-like protein (CO) mRNA, complete cds.		potato			mRNA|			
singlet	76803524	DQ206633	DQ206633	carotenoid cleavage dioxygenase	DQ206633	carotenoid cleavage dioxygenase		Solanum tuberosum carotenoid cleavage dioxygenase mRNA, partial cds.		potato			mRNA|			
singlet	76803522	DQ206632	DQ206632	ABA 8'-hydroxylase CYP707A3	DQ206632	hydroxylase		Solanum tuberosum ABA 8'-hydroxylase CYP707A3 mRNA, partial cds.		potato			mRNA|			
singlet	76803520	DQ206631	DQ206631	ABA 8'-hydroxylase CYP707A2	cyp707a2			Solanum tuberosum ABA 8'-hydroxylase CYP707A2 mRNA, complete cds.		potato			mRNA|			
singlet	76803518	DQ206630	DQ206630	ABA 8'-hydroxylase CYP707A1	cyp707a1			Solanum tuberosum ABA 8'-hydroxylase CYP707A1 mRNA, complete cds.		potato			mRNA|			
singlet	50346890	AY662343	AY662343	9-cis-epoxy-carotenoid dioxygenase 2	ced2			Solanum tuberosum 9-cis-epoxy-carotenoid dioxygenase 2 mRNA, complete cds.		potato			mRNA|			
singlet	110832689	DQ822453	DQ822453	DQ822453 cytokinin oxidase	DQ822453	cytokinin oxidase		Solanum tuberosum cytokinin oxidase gene, partial cds.		potato			genomic DNA|			
singlet	110832687	DQ822452	DQ822452	DQ822452 cytokinin oxidase	DQ822452	cytokinin oxidase		Solanum tuberosum cytokinin oxidase mRNA, partial cds.		potato			mRNA|			
singlet	110622991	AM180509	AM180509	ADP-sugar diphosphatase	aspp	ADP-sugar diphosphatase	aspP|aspP|aspP|aspP|	Solanum tuberosum mRNA for ADP-sugar diphosphatase (aspP gene).	ADP-sugar diphosphatase; aspP gene	potato	16774931|		mRNA|			
singlet	63056364	AY960860	AY960860	PVM resistance marker	AY960860			Solanum tuberosum clone DW 83-3121 PVM resistance marker.		potato	16453130|	9	genomic DNA|			
singlet	94421573	DQ473314	DQ473314	x				Solanum tuberosum SNI1 gene, complete cds.		potato	16766691|		genomic DNA|			
singlet	93209556	DQ468344	DQ468344	SNI1 	sni1			Solanum tuberosum SNI1 mRNA, complete cds.		potato	16766691|		mRNA|			
singlet	42495374	AY526087	AY526087	ST-901	st901			Solanum tuberosum ST-901 gene, complete cds.		potato	16450169|		genomic DNA|			
singlet	109288016	DQ539396	DQ539396	14-3-3 protein isoform 30G	DQ539396			Solanum tuberosum 14-3-3 protein isoform 30G gene, promoter region.		potato			genomic DNA|			
singlet	38174782	AJ605553	AJ605553	putrescine N-methyltransferase	pmt	putrescine N-methyltransferase	pmt|pmt|	Solanum tuberosum mRNA for putrescine N-methyltransferase (pmt gene).	pmt gene; putrescine N-methyltransferase	potato	16088399|		mRNA|			
singlet	15150054	AJ345003	AJ345003	spermidine synthase	spdsy	spermidine synthase	SpdSy|SpdSy|	Solanum tuberosum mRNA for spermidine synthase (SpdSy gene).	SpdSy gene; spermidine synthase	potato	16088399|		mRNA|			
singlet	1030067	X92075	X92075	isoflavone reductase	X92075	isoflavone reductase		S.tuberosum mRNA for isoflavone reductase homologue.	homologue; isoflavone reductase; NAD(P)H:oxidoreductase	potato	9106515|		mRNA|			
singlet	55956220	AJ697741	AJ697741	impaired sucrose induction 1	isi1		isi1|isi1|	Solanum tuberosum mRNA for impaired sucrose induction 1-like protein (isi1 gene).	impaired sucrose induction 1-like protein; isi1 gene	potato	16805736|		mRNA|			
singlet	100801743	AM265630	AM265630	chlorophyll a/b binding protein 1	cab1		cab1|cab1|	Solanum tuberosum mRNA for chlorophyll a/b binding protein (cab1 gene).	cab1 gene; chlorophyll a/b binding protein	potato			mRNA|			
singlet	87244452	DQ372900	DQ372900	green ripe-like 1	DQ372900			Solanum tuberosum green ripe-like 1 mRNA, complete cds.		potato	16682641|		mRNA|			
singlet	94323374	DQ472734	DQ472734	constans 3	co3			Solanum tuberosum CONSTANS gene, exons 1 through 3 and partial cds.		potato			genomic DNA|			
singlet	91694286	DQ456877	DQ456877	gamma-tocopherol methyltransferase	tmt	gamma-tocopherol methyltransferase	TMT|TMT|	Solanum tuberosum gamma-tocopherol methyltransferase (TMT) mRNA, complete cds.		potato			mRNA|			
singlet	90994626	DQ387452	DQ387452	x				Solanum tuberosum cultivar NS-8 unknown genomic sequence.		potato			genomic DNA|			
singlet	90959750	AB176953	AB176953	Alternative Oxidase	aox		AOX|AOX|	Solanum tuberosum AOX mRNA for Alternative Oxidase, complete cds.		potato			mRNA|			
singlet	89573729	DQ415915	DQ415915	PVS resistance	DQ415915			Solanum tuberosum clone DW 83-3121 PVS resistance allele Ns linked marker genomic sequence.		potato		8	genomic DNA|		ns	
singlet	20502891	AF500590	AF500590	xyloglucan galactosyltransferase	AF500590			Solanum tuberosum xyloglucan galactosyltransferase mRNA, complete cds.		potato			mRNA|			
singlet	21444	Z17280	Z17280	x				S.tuberosum DNA for U6 small nuclear RNA promoter region.	small nuclear RNA; U6 small nuclear RNA	potato	8358031|		genomic DNA|			
singlet	89202790	AF418563	AF418563	calcium-dependent protein kinase 2	AF418563			Solanum tuberosum calcium-dependent protein kinase 2 mRNA, complete cds.		potato	12081535|14558661|		mRNA|			
singlet	84405730	DQ274260	DQ274260	PCR30 patatin	DQ274260			Solanum tuberosum PCR30 patatin protein mRNA, partial cds.		potato	16322504|		mRNA|			
singlet	62085579	AY864821	AY864821	invertase inhibitor 2	inh2		INH2|INH2|INH2|INH2|INH2|INH2|	Solanum tuberosum putative invertase inhibitor precursor (INH2) mRNA, complete cds.		potato			mRNA|			
singlet	88683151	AM231415	AM231415	cadmium/zinc-transporting ATPase	hma1		hma1|hma1|	Solanum tuberosum partial mRNA for putative cadmium/zinc-transporting ATPase (hma1 gene).	cadmium/zinc-transporting ATPase; hma1 gene	potato			mRNA|			
singlet	88683149	AM231414	AM231414	aspartic protease A22B	asp1		asp1|asp1|	Solanum tuberosum partial mRNA for putative aspartic protease A22B (asp1 gene).	asp1 gene; aspartic protease A22B	potato			mRNA|			
singlet	88683127	AM231403	AM231403	ribonuclease T2	rnase		rnase|rnase|rnase|rnase|	Solanum tuberosum partial mRNA for putative ribonuclease T2 (rnase gene).	ribonuclease T2; rnase gene	potato			mRNA|			
singlet	88683147	AM231413	AM231413	transmembrane receptor 1	tmr1	transmembrane receptor	tmr1|tmr1|	Solanum tuberosum partial mRNA for putative transmembrane receptor (tmr1 gene).	tmr1 gene; transmembrane receptor	potato			mRNA|			
singlet	88683143	AM231411	AM231411	peroxidase (cevi16 gene)	cevi16	peroxidase		Solanum tuberosum partial mRNA for putative peroxidase (cevi16 gene).	cevi16 gene; peroxidase	potato			mRNA|			
singlet	88683141	AM231410	AM231410	disulphide isomerase	pdi		pdi|pdi|	Solanum tuberosum partial mRNA for putative disulphide isomerase (pdi gene).	disulphide isomerase; pdi gene	potato			mRNA|			
singlet	88683139	AM231409	AM231409	glucan endo-1,3-beta-D-glucosidase	tomqb	glucan endo-1,3-beta-D-glucosidase	tomQb|tomQb|	Solanum tuberosum partial mRNA for putative glucan endo-1,3-beta-D-glucosidase (tomQb gene).	glucan endo-1,3-beta-D-glucosidase; tomQb gene	potato			mRNA|			
singlet	88683137	AM231408	AM231408	glutenin high molecular weight subunit DY10	glud12b		glu-D1-2B	Solanum tuberosum partial mRNA for putative glutenin high molecular weight subunit DY10 (glu-D1-2B gene).	glu-D1-2B gene; glutenin high molecular weight subunit DY10	potato			mRNA|			
singlet	88683135	AM231407	AM231407	somatic embryogenesis receptor kinase leucine-rich repeat protein 2	lrr2			Solanum tuberosum partial mRNA for putative somatic embryogenesis receptor kinase leucine-rich repeat protein 2 (lrr2 gene).	lrr2 gene; somatic embryogenesis receptor kinase leucine-rich; repeat protein 2	potato			mRNA|			
singlet	88683133	AM231406	AM231406	expp1	expp1			Solanum tuberosum mRNA for expp1 protein (expp1 gene).	expp1 gene; expp1 protein	potato			mRNA|			
singlet	88683131	AM231405	AM231405	kiwellin ripening-related protein	rrp1			Solanum tuberosum mRNA for putative kiwellin ripening-related protein (rrp1 gene).	kiwellin ripening-related protein; rrp1 gene	potato			mRNA|			
singlet	88683129	AM231404	AM231404	somatic embryogenesis receptor kinase leucine-rich repeat protein 1	lr1			Solanum tuberosum partial mRNA for putative somatic embryogenesis receptor kinase leucine-rich repeat protein 1 (lrr1 gene).	lrr1 gene; somatic embryogenesis receptor kinase leucine-rich; repeat protein 1	potato			mRNA|			
singlet	88683125	AM231402	AM231402	dicyanin blue copper protein (bcp1 gene)	bcp1			Solanum tuberosum partial mRNA for putative dicyanin blue copper protein (bcp1 gene).	bcp1 gene; dicyanin blue copper protein	potato			mRNA|			
singlet	88683123	AM231401	AM231401	xyloglucan endotransglycosylase (xth1 gene)	xth1			Solanum tuberosum mRNA for putative xyloglucan endotransglycosylase (xth1 gene).	xth1 gene; xyloglucan endotransglycosylase	potato			mRNA|			
singlet	1680110	AH003826	AH003826	x	x			{Tst1 element homolog} [Solanum tuberosum=potatoes, line AM80/5793, Genomic, 40 nt 2 segments].		potato	1662769|		genomic DNA|			
singlet	1680109	AH003825	AH003825	x	x			{Tst1 element homolog} [Solanum tuberosum=potatoes, line AM80/5793, Genomic, 40 nt 2 segments].		potato	1662769|		genomic DNA|			
singlet	1680108	AH003824	AH003824	x	x			{Tst1 element homolog} [Solanum tuberosum=potatoes, line AM80/5793, Genomic, 40 nt 2 segments].		potato	1662769|		genomic DNA|			
singlet	1680107	AH003823	AH003823	x	x			{Tst1 element homolog} [Solanum tuberosum=potatoes, line AM80/5793, Genomic, 40 nt 2 segments].		potato	1662769|		genomic DNA|			
singlet	786425	S74753	S74753	Myb-related transcriptional activator	mybst1	Myb-related transcriptional activator	mybSt1|mybSt1|	mybSt1=Myb-related transcriptional activator [Solanum tuberosum=potatoes, leaf, mRNA, 1465 nt].		potato	7957104|		mRNA|			
singlet	765198	S73827	S73827	mas-binding factor MBF3	mbf3			Solanum tuberosum mas-binding factor MBF3 mRNA, partial cds.		potato	8029353|		mRNA|			
singlet	765196	S73826	S73826	mas-binding factor MBF2	mbf2	transcription factor	MBF2|	mas-binding factor MBF2=transcription factor TGA1a homolog [Solanum tuberosum=potatoes, root, mRNA, 1477 nt].		potato	8029353|		mRNA|			
singlet	707000	S74161	S74161	sucrolytic enzyme/ferredoxin 	S74161			sucrolytic enzyme/ferredoxin homolog [Solanum tuberosum=potatoes, cv. Cara, leaf, mRNA, 1332 nt].		potato	7957893|		mRNA|			
singlet	619334	unknown	619334	x				atp9=ATP synthase subunit 9 [Solanum tuberosum=potatoes, cv. Bintje, tubers, Mitochondrial, 831 nt 2 segments].		potato	8050574|		genomic DNA|			
singlet	546357	S70186	S70186	small heat-shock protein	S70186			small heat-shock protein homolog {cold inducible} [Solanum tuberosum=potatoes, tubers, mRNA, 803 nt].		potato	7909163|		mRNA|			
singlet	440964	S66876	S66876	apoprotein 2 	Llhca3st1		Lhca3.St.1|Lhca3.St.1|Lhca3.St.1|	Solanum tuberosum apoprotein 2 (Lhca3.St.1) gene, partial cds; and unknown gene; chloroplast genes for chloroplast products.		potato	8219093|		genomic DNA|			
singlet	300263	S59747	S59747	68 kda heat-stress DnaK	hsp68		HSP68|HSP68|	HSP68=68 kda heat-stress DnaK homolog [Solanum tuberosum=potatoes, mRNA, 2418 nt].		potato	7763614|		mRNA|			
singlet	242487	S76118	S76118	x	x			{Tst1 element homolog and 3'region} [Solanum tuberosum=potatoes, line AM80/5793, Genomic, 90 nt].		potato	1662769|		genomic DNA|			
singlet	242485	S76116	S76113S2	x	x			{Tst1 element homolog} [Solanum tuberosum=potatoes, line AM80/5793, Genomic, 20 nt, segment 2 of 2].		potato	1662769|		genomic DNA|			
singlet	242484	S76113	S76113S1	x	x			{Tst1 element homolog} [Solanum tuberosum=potatoes, line AM80/5793, Genomic, 20 nt, segment 1 of 2].		potato	1662769|		genomic DNA|			
singlet	242483	S76112	S76112	x	x			{element} [Solanum tuberosum=potatoes, line AM80/5793, Genomic, 20 nt].		potato	1662769|		genomic DNA|			
singlet	242481	S76111	S76108S2	x	x			{Tst1 element homolog} [Solanum tuberosum=potatoes, line AM80/5793, Genomic, 20 nt, segment 2 of 2].		potato	1662769|		genomic DNA|			
singlet	242480	S76108	S76108S1	x	x			{Tst1 element homolog} [Solanum tuberosum=potatoes, line AM80/5793, Genomic, 20 nt, segment 1 of 2].		potato	1662769|		genomic DNA|			
singlet	242479	S76106	S76106	x	x			{element} [Solanum tuberosum=potatoes, line AM80/5793, Genomic, 20 nt].		potato	1662769|		genomic DNA|			
singlet	242477	S76105	S76103S2	x	x			{Tst1 element homolog} [Solanum tuberosum=potatoes, line AM80/5793, Genomic, 20 nt, segment 2 of 2].		potato	1662769|		genomic DNA|			
singlet	242476	S76103	S76103S1	x	x			{Tst1 element homolog} [Solanum tuberosum=potatoes, line AM80/5793, Genomic, 20 nt, segment 1 of 2].		potato	1662769|		genomic DNA|			
singlet	242474	S76102	S76099S2	x	x			{Tst1 element homolog} [Solanum tuberosum=potatoes, line AM80/5793, Genomic, 20 nt, segment 2 of 2].		potato	1662769|		genomic DNA|			
singlet	242473	S76099	S76099S1	x	x			{Tst1 element homolog} [Solanum tuberosum=potatoes, line AM80/5793, Genomic, 20 nt, segment 1 of 2].		potato	1662769|		genomic DNA|			
singlet	234201	S52190	S52190	25Srna	25srna		25S RNA|	25S RNA [Solanum tuberosum, rRNA, 65 nt].		potato	2102842|		rRNA|			
singlet	440952	S66866	S66866	cytochrome c1 precursor	S66866			Solanum tuberosum cytochrome c1 precursor, gene, complete cds; mitochondrial gene for mitochondrial product.		potato	8221935|		genomic DNA|			
singlet	87116555	AB198717	AB198717	StrbohD NADPH oxidase	strbohd		StrbohD|StrbohD|	Solanum tuberosum StrbohD mRNA for  NADPH oxidase, complete cds.		potato	16407438|		mRNA|			
singlet	87116553	AB198716	AB198716	Strboh NADPH oxidase	strbohc		StrbohC|StrbohC|	Solanum tuberosum StrbohC mRNA for  NADPH oxidase, complete cds.		potato	16407438|		mRNA|			
singlet	58826318	AY753547	AY753547	phytoalexin-deficient 4-2	AY753547			Solanum tuberosum phytoalexin-deficient 4-2 protein gene, complete cds.		potato	16255250|		genomic DNA|			
singlet	58826316	AY753546	AY753546	phytoalexin-deficient 4-1	AY753546			Solanum tuberosum phytoalexin-deficient 4-1 protein gene, complete cds.		potato	16255250|		genomic DNA|			
singlet	52430438	AY615273	AY615273	WRKY1	AY615273			Solanum tuberosum WRKY1 gene, partial cds.		potato	16255250|	5	genomic DNA|			
singlet	51989591	AY615282	AY615282	PEN2	pen2			Solanum tuberosum PEN2-like protein gene, partial cds.		potato	16255250|	1	genomic DNA|			
singlet	51989589	AY615281	AY615281	NPR1	npr1			Solanum tuberosum NPR1-like protein gene, partial cds.		potato	16255250|	2	genomic DNA|			
singlet	51989587	AY615280	AY615280	NDR1	ndr1			Solanum tuberosum NDR1-like protein gene, partial cds.		potato	16255250|	12	genomic DNA|			
singlet	51989583	AY615278	AY615278	EDS5	eds5			Solanum tuberosum EDS5-like protein gene, partial cds.		potato	16255250|	1	genomic DNA|			
singlet	51989581	AY615277	AY615277	DND1	dnd1			Solanum tuberosum DND1-like protein gene, partial cds.		potato	16255250|	2	genomic DNA|			
singlet	51989577	AY615275	AY615275	RAR1	rar1			Solanum tuberosum RAR1-like protein gene, partial cds.		potato	16255250|	7	genomic DNA|			
singlet	51472182	AY616763	AY616763	PEN1	pen1			Solanum tuberosum PEN1 gene, partial cds.		potato	16255250|	1	genomic DNA|			
singlet	50841443	AY679160	AY679160	enhanced disease susceptibility 1	AY679160			Solanum tuberosum enhanced disease susceptibility 1 protein gene, complete cds.		potato	16255250|	6	genomic DNA|			
singlet	82590366	DQ266437	DQ266437	beta-solanine/beta-chaconine rhamnosyltransferase	DQ266437			Solanum tuberosum rhamnose:beta-solanine/beta-chaconine rhamnosyltransferase mRNA, complete cds.		potato			mRNA|			
singlet	85718017	DQ345778	DQ345778	UDP-apiose/xylose synthase	uaxs		UAXs|UAXs|	Solanum tuberosum UDP-apiose/xylose synthase (UAXs) mRNA, complete cds.		potato			mRNA|			
singlet	805069	X80472	X80472	STS15	sts15		sts15|sts15|sts15|	S.tuberosum STS15 mRNA.	STS 15	potato			mRNA|			
singlet	85036395	DQ341174	DQ341174	cinnamic acid 4-hydroxylase	DQ341174	cinnamic acid 4-hydroxylase		Solanum tuberosum cinnamic acid 4-hydroxylase gene, complete cds.		potato			genomic DNA|			
singlet	22090604	AB059744	AB059744	respiratory burst oxydase,	rboh	oxidase	rboh|rboh|	Solanum tuberosum rboh mRNA for respiratory burst oxydase, partial cds.		potato			mRNA|			
singlet	62125480	AY875827	AY875827	internal transcribed spacer 1	AY875827			Solanum tuberosum internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence.		potato			genomic DNA|			
singlet	83779015	DQ314801	DQ314801	leucoanthocyanidin dioxygenase	DQ314801	leucoanthocyanidin dioxygenase		Solanum tuberosum putative leucoanthocyanidin dioxygenase mRNA, partial cds.		potato			mRNA|			
singlet	83583662	DQ307621	DQ307621	terminal flower 1	DQ307621			Solanum tuberosum terminal flower 1 protein mRNA, complete cds.		potato			mRNA|			
singlet	83715784	AM179855	AM179855	Beta-1,2-xylosyltransferase	xt1	Beta-1,2-xylosyltransferase	xt1|xt1|	Solanum tuberosum mRNA for Beta-1,2-xylosyltransferase (xt1 gene).	Beta-1,2-xylosyltransferase; xt1 gene	potato			mRNA|			
singlet	77403676	AB192884	AB192884	double WRKY type transfactor	pps8		PPS8|PPS8|	Solanum tuberosum PPS8 mRNA for double WRKY type transfactor, complete cds.		potato	16306147|		mRNA|			
singlet	77403674	AB192883	AB192883	TATA binding protein associated factor	pps7		PPS7|PPS7|	Solanum tuberosum PPS7 mRNA for TATA binding protein associated factor, complete cds.		potato	16306147|		mRNA|			
singlet	77403672	AB192882	AB192882	short chain dehydrogenase	pps6	short chain dehydrogenase	PPS6|PPS6|	Solanum tuberosum PPS6 mRNA for short chain dehydrogenase, complete cds.		potato	16306147|		mRNA|			
singlet	77403670	AB192881	AB192881	PPS5	pps5		PPS5|PPS5|	Solanum tuberosum PPS5 mRNA for hypothetical protein, complete cds.		potato	16306147|		mRNA|			
